NAME	DESCRIPTION
DBNL	ENSG00000136279
ACTR3	ENSG00000115091
SIPA1L3	ENSG00000105738
DHX9	ENSG00000135829
HIST2H2AA3	ENSG00000203812
CSNK1D	ENSG00000141551
NPEPPS	ENSG00000141279
ABCC5	ENSG00000114770
CPNE3	ENSG00000085719
IDS	ENSG00000010404
EIF3E	ENSG00000104408
QSOX1	ENSG00000116260
TBC1D16	ENSG00000167291
PFKL	ENSG00000141959
C1QB	ENSG00000173369
SMARCA2	ENSG00000080503
MKI67	ENSG00000148773
KIF1C	ENSG00000129250
CTSZ	ENSG00000101160
HIF1A	ENSG00000100644
SPPL2A	ENSG00000138600
SMARCC1	ENSG00000173473
DOP1B	ENSG00000142197
DYNC1LI2	ENSG00000135720
PEBP1	ENSG00000089220
TKT	ENSG00000163931
SHC1	ENSG00000160691
INSR	ENSG00000171105
PLIN4	ENSG00000167676
TMED9	ENSG00000184840
PIK3R3	ENSG00000117461
NRDC	ENSG00000078618
HINT1	ENSG00000169567
AHCY	ENSG00000101444
FLII	ENSG00000177731
SRSF1	ENSG00000136450
DAG1	ENSG00000173402
SERPINF1	ENSG00000132386
CCT4	ENSG00000115484
ECPAS	ENSG00000136813
BAZ1B	ENSG00000009954
TTYH3	ENSG00000136295
MYO6	ENSG00000196586
SLC44A2	ENSG00000129353
PIP4K2B	ENSG00000276293
NFIB	ENSG00000147862
TBC1D8B	ENSG00000133138
PHB	ENSG00000167085
DCAF7	ENSG00000136485
NCKAP1	ENSG00000061676
CAPNS1	ENSG00000126247
PTPN14	ENSG00000152104
EP400	ENSG00000183495
TPD52	ENSG00000076554
ARPC1B	ENSG00000130429
NME1	ENSG00000239672
FAM83H	ENSG00000180921
CD99	ENSG00000002586
RBMX	ENSG00000147274
RASEF	ENSG00000165105
PPFIA1	ENSG00000131626
RTN4	ENSG00000115310
AP2M1	ENSG00000161203
THRAP3	ENSG00000054118
CD151	ENSG00000177697
LTBP2	ENSG00000119681
SEPT11	ENSG00000138758
IPO9	ENSG00000198700
RNF115	ENSG00000265491
CSNK1E	ENSG00000213923
SPTLC2	ENSG00000100596
LAPTM5	ENSG00000162511
MUC5B	ENSG00000117983
ARFGEF1	ENSG00000066777
CAPZB	ENSG00000077549
SPINT1	ENSG00000166145
TAP1	ENSG00000168394
SLC38A2	ENSG00000134294
ZNF638	ENSG00000075292
MYO1D	ENSG00000176658
CCT7	ENSG00000135624
TULP4	ENSG00000130338
HOOK3	ENSG00000168172
NOP53	ENSG00000105373
TPD52L2	ENSG00000101150
FBLN1	ENSG00000077942
PMEPA1	ENSG00000124225
HEXA	ENSG00000213614
AR	ENSG00000169083
MICAL3	ENSG00000243156
TUBA1A	ENSG00000167552
SREBF2	ENSG00000198911
ARHGDIB	ENSG00000111348
PEA15	ENSG00000162734
GOLM1	ENSG00000135052
SORT1	ENSG00000134243
SLC39A1	ENSG00000143570
HIPK3	ENSG00000110422
NDUFB9	ENSG00000147684
NAP1L1	ENSG00000187109
ZBTB20	ENSG00000181722
CANT1	ENSG00000171302
KDM5A	ENSG00000073614
MGAT4A	ENSG00000071073
ZNF532	ENSG00000074657
TFF3	ENSG00000160180
NFIA	ENSG00000162599
SDC4	ENSG00000124145
RERE	ENSG00000142599
SUN1	ENSG00000164828
TUBA1C	ENSG00000167553
INPPL1	ENSG00000165458
AZIN1	ENSG00000155096
GRHL2	ENSG00000083307
EPHB4	ENSG00000196411
CENPF	ENSG00000117724
RAB11FIP1	ENSG00000156675
SLC1A5	ENSG00000105281
ADAM12	ENSG00000148848
AUTS2	ENSG00000158321
UBE3C	ENSG00000009335
GRINA	ENSG00000178719
TMOD3	ENSG00000138594
INTS1	ENSG00000164880
HCFC1	ENSG00000172534
ATN1	ENSG00000111676
EIF3D	ENSG00000100353
ARIH1	ENSG00000166233
KAT6A	ENSG00000083168
SETX	ENSG00000107290
RBM5	ENSG00000003756
PANK3	ENSG00000120137
PPP1CB	ENSG00000213639
LRPPRC	ENSG00000138095
MRC2	ENSG00000011028
GNAI2	ENSG00000114353
TMCO3	ENSG00000150403
CA12	ENSG00000074410
EIF4H	ENSG00000106682
SPG11	ENSG00000104133
HBB	ENSG00000244734
BMPR2	ENSG00000204217
SH3BP2	ENSG00000087266
GON4L	ENSG00000116580
ATF7IP	ENSG00000171681
XIAP	ENSG00000101966
XPO1	ENSG00000082898
SLC38A10	ENSG00000157637
SLC35E2B	ENSG00000189339
ATXN2L	ENSG00000168488
LRPAP1	ENSG00000163956
DOCK1	ENSG00000150760
YME1L1	ENSG00000136758
GOLGA2	ENSG00000167110
MIDN	ENSG00000167470
ZNF106	ENSG00000103994
ATP5MC2	ENSG00000135390
SAMD4B	ENSG00000179134
NRIP1	ENSG00000180530
BHLHE40	ENSG00000134107
NOMO1	ENSG00000103512
FKBP1A	ENSG00000088832
PRKCSH	ENSG00000130175
HELZ2	ENSG00000130589
MKNK2	ENSG00000099875
FAM102A	ENSG00000167106
MT-ATP8	ENSG00000228253
MVP	ENSG00000013364
CAPN1	ENSG00000014216
DNAJB6	ENSG00000105993
APH1A	ENSG00000117362
PIGT	ENSG00000124155
PCM1	ENSG00000078674
PHB2	ENSG00000215021
MPZL1	ENSG00000197965
MAL2	ENSG00000147676
DNAJC10	ENSG00000077232
ZNF652	ENSG00000198740
ATXN1	ENSG00000124788
CYB5R3	ENSG00000100243
LGALS3	ENSG00000131981
KDELR1	ENSG00000105438
LARP4B	ENSG00000107929
LSR	ENSG00000105699
IKZF3	ENSG00000161405
NAGK	ENSG00000124357
AFF1	ENSG00000172493
TM9SF2	ENSG00000125304
CABIN1	ENSG00000099991
HEBP2	ENSG00000051620
ZNF264	ENSG00000083844
ITGB4	ENSG00000132470
CNN2	ENSG00000064666
PCBP1	ENSG00000169564
ZNF814	ENSG00000204514
SP1	ENSG00000185591
LTF	ENSG00000012223
SAMHD1	ENSG00000101347
NRP1	ENSG00000099250
NOTCH1	ENSG00000148400
CCT6A	ENSG00000146731
SYTL2	ENSG00000137501
ARFGEF2	ENSG00000124198
EIF5	ENSG00000100664
GGA2	ENSG00000103365
AKT2	ENSG00000105221
ADGRV1	ENSG00000164199
COL15A1	ENSG00000204291
GSPT1	ENSG00000103342
TOB1	ENSG00000141232
FMNL3	ENSG00000161791
PIK3R1	ENSG00000145675
SLC12A2	ENSG00000064651
MFN1	ENSG00000171109
SLFN5	ENSG00000166750
CRTAP	ENSG00000170275
STAB1	ENSG00000010327
DGKH	ENSG00000102780
CNBP	ENSG00000169714
COLGALT1	ENSG00000130309
MYL9	ENSG00000101335
HNRNPAB	ENSG00000197451
KIF1B	ENSG00000054523
BOD1L1	ENSG00000038219
ARHGAP29	ENSG00000137962
PLD3	ENSG00000105223
PLCG1	ENSG00000124181
MYLK	ENSG00000065534
SUMF2	ENSG00000129103
IRGQ	ENSG00000167378
HERC4	ENSG00000148634
EIF3L	ENSG00000100129
ZYX	ENSG00000159840
YWHAG	ENSG00000170027
ST13	ENSG00000100380
SNRPD2	ENSG00000125743
RNPS1	ENSG00000205937
STX16	ENSG00000124222
TP53BP1	ENSG00000067369
PABPC4	ENSG00000090621
SNX1	ENSG00000028528
HELZ	ENSG00000198265
GFPT1	ENSG00000198380
COL14A1	ENSG00000187955
HADHA	ENSG00000084754
AP1B1	ENSG00000100280
ARFGAP1	ENSG00000101199
ATXN2	ENSG00000204842
CHD7	ENSG00000171316
ARAP1	ENSG00000186635
ARHGAP1	ENSG00000175220
TPM2	ENSG00000198467
IRF1	ENSG00000125347
TEP1	ENSG00000129566
WIPF2	ENSG00000171475
LDLR	ENSG00000130164
SAR1B	ENSG00000152700
MTCH1	ENSG00000137409
PRR14L	ENSG00000183530
HLA-DPB1	ENSG00000223865
MAN1B1	ENSG00000177239
ATRX	ENSG00000085224
MGLL	ENSG00000074416
SMC1A	ENSG00000072501
FOXA1	ENSG00000129514
CASC4	ENSG00000166734
KDM4B	ENSG00000127663
LARS	ENSG00000133706
CDC42BPA	ENSG00000143776
ZFHX3	ENSG00000140836
UBE2D3	ENSG00000109332
MRTFB	ENSG00000186260
CCDC47	ENSG00000108588
NBL1	ENSG00000158747
SRSF2	ENSG00000161547
PPFIBP1	ENSG00000110841
NIPBL	ENSG00000164190
KIAA1671	ENSG00000197077
SMG5	ENSG00000198952
EMC10	ENSG00000161671
ERC1	ENSG00000082805
ARF3	ENSG00000134287
DCTN5	ENSG00000166847
DCTN1	ENSG00000204843
TEX2	ENSG00000136478
GLUD1	ENSG00000148672
CTGF	ENSG00000118523
NPIPB4	ENSG00000185864
SELENOM	ENSG00000198832
DSG2	ENSG00000046604
PREX1	ENSG00000124126
DIAPH1	ENSG00000131504
PPP6R3	ENSG00000110075
BAZ2B	ENSG00000123636
PXN	ENSG00000089159
PLEKHA6	ENSG00000143850
TNK2	ENSG00000061938
NEK9	ENSG00000119638
KIAA1147	ENSG00000257093
KIF26B	ENSG00000162849
ZNF609	ENSG00000180357
BRK1	ENSG00000254999
SUPT16H	ENSG00000092201
PNISR	ENSG00000132424
REEP5	ENSG00000129625
PLXNB1	ENSG00000164050
KDM3B	ENSG00000120733
ZNF91	ENSG00000167232
TLE3	ENSG00000140332
TSC22D3	ENSG00000157514
ST14	ENSG00000149418
FKBP9	ENSG00000122642
BAG6	ENSG00000204463
PSME4	ENSG00000068878
ITPR3	ENSG00000096433
RSL1D1	ENSG00000171490
AKR1A1	ENSG00000117448
KRT81	ENSG00000205426
CRIP2	ENSG00000182809
PRLR	ENSG00000113494
STARD7	ENSG00000084090
SLC35E1	ENSG00000127526
ABCC3	ENSG00000108846
MROH1	ENSG00000179832
FLOT1	ENSG00000137312
SLC25A5	ENSG00000005022
EIF3K	ENSG00000178982
CTBP1	ENSG00000159692
S100A16	ENSG00000188643
ASXL1	ENSG00000171456
ITGA11	ENSG00000137809
UPF1	ENSG00000005007
COX6B1	ENSG00000126267
HK1	ENSG00000156515
PLXNA1	ENSG00000114554
UHMK1	ENSG00000152332
FTO	ENSG00000140718
USP24	ENSG00000162402
CELF1	ENSG00000149187
DIP2A	ENSG00000160305
NASP	ENSG00000132780
SEC13	ENSG00000157020
TRIM25	ENSG00000121060
MRFAP1	ENSG00000179010
SNX27	ENSG00000143376
ZEB2	ENSG00000169554
ORAI2	ENSG00000160991
MPV17L	ENSG00000156968
H1FX	ENSG00000184897
ATP9A	ENSG00000054793
MFGE8	ENSG00000140545
ARID4B	ENSG00000054267
NPIPB3	ENSG00000169246
PSMD1	ENSG00000173692
EFHD1	ENSG00000115468
TMEM165	ENSG00000134851
ASAH1	ENSG00000104763
ZNF562	ENSG00000171466
FDPS	ENSG00000160752
TUFM	ENSG00000178952
DTX3L	ENSG00000163840
TCF4	ENSG00000196628
ANXA5	ENSG00000164111
FAM208B	ENSG00000108021
RNF10	ENSG00000022840
RAB7A	ENSG00000075785
LMAN1	ENSG00000074695
MAPKAPK5	ENSG00000089022
NSD2	ENSG00000109685
GNAI3	ENSG00000065135
CHP1	ENSG00000187446
FOXO3	ENSG00000118689
PACS2	ENSG00000179364
MAST2	ENSG00000086015
SEC11A	ENSG00000140612
ITPR2	ENSG00000123104
ARGLU1	ENSG00000134884
EFNA1	ENSG00000169242
DAZAP2	ENSG00000183283
FBLN2	ENSG00000163520
PTGES3	ENSG00000110958
CAND1	ENSG00000111530
ARCN1	ENSG00000095139
SDF4	ENSG00000078808
PPP1R15B	ENSG00000158615
SUN2	ENSG00000100242
MIPOL1	ENSG00000151338
SMARCC2	ENSG00000139613
TTLL3	ENSG00000214021
HMCN1	ENSG00000143341
FBXO32	ENSG00000156804
NUP210	ENSG00000132182
SPCS3	ENSG00000129128
TMA7	ENSG00000232112
DUSP4	ENSG00000120875
NET1	ENSG00000173848
GPR107	ENSG00000148358
MGA	ENSG00000174197
NUDT4	ENSG00000173598
SKIL	ENSG00000136603
DNAJA1	ENSG00000086061
NFAT5	ENSG00000102908
TACC1	ENSG00000147526
PHACTR4	ENSG00000204138
CTSC	ENSG00000109861
SRSF11	ENSG00000116754
DYRK1A	ENSG00000157540
NDUFA13	ENSG00000186010
PPP1R9B	ENSG00000108819
GAK	ENSG00000178950
RBM28	ENSG00000106344
NCOA2	ENSG00000140396
SYMPK	ENSG00000125755
RABL6	ENSG00000196642
UBE2Z	ENSG00000159202
RPS6KA5	ENSG00000100784
RER1	ENSG00000157916
RBM6	ENSG00000004534
MAPK8IP3	ENSG00000138834
PCNT	ENSG00000160299
TMPO	ENSG00000120802
SLC25A29	ENSG00000197119
PDS5A	ENSG00000121892
LAMP2	ENSG00000005893
ERBIN	ENSG00000112851
ROCK1	ENSG00000067900
SERPINB6	ENSG00000124570
EIF2AK1	ENSG00000086232
TBC1D9	ENSG00000109436
PARK7	ENSG00000116288
ESYT1	ENSG00000139641
NR2C2	ENSG00000177463
PCGF3	ENSG00000185619
MCFD2	ENSG00000180398
PRSS23	ENSG00000150687
SERINC1	ENSG00000111897
DNMT1	ENSG00000130816
RALGAPB	ENSG00000170471
ODF2L	ENSG00000122417
STAT6	ENSG00000166888
VGLL4	ENSG00000144560
ITGB6	ENSG00000115221
WAC	ENSG00000095787
KHSRP	ENSG00000088247
JUNB	ENSG00000171223
RAD23B	ENSG00000119318
CTSH	ENSG00000103811
TP53I11	ENSG00000175274
IFITM1	ENSG00000185885
RARA	ENSG00000131759
SBNO2	ENSG00000064932
NOTCH2NLA	ENSG00000264343
SH3PXD2B	ENSG00000174705
H6PD	ENSG00000049239
SETD7	ENSG00000145391
SMARCD2	ENSG00000108604
ARPP19	ENSG00000128989
NUP98	ENSG00000110713
PYGB	ENSG00000100994
SETD2	ENSG00000181555
ZC3HAV1	ENSG00000105939
BCLAF1	ENSG00000029363
PAPOLA	ENSG00000090060
ABI2	ENSG00000138443
ANXA11	ENSG00000122359
KCTD3	ENSG00000136636
PTPN11	ENSG00000179295
GM2A	ENSG00000196743
CS	ENSG00000062485
MTR	ENSG00000116984
HIST1H2AC	ENSG00000180573
POLR1A	ENSG00000068654
DBI	ENSG00000155368
GATD1	ENSG00000177225
PSD4	ENSG00000125637
CALM3	ENSG00000160014
NDUFA4	ENSG00000189043
RGL2	ENSG00000237441
HNRNPM	ENSG00000099783
ORC4	ENSG00000115947
GABARAP	ENSG00000170296
LIMA1	ENSG00000050405
ACOX1	ENSG00000161533
YLPM1	ENSG00000119596
MED28	ENSG00000118579
LNPEP	ENSG00000113441
SSH2	ENSG00000141298
EIF3I	ENSG00000084623
ARHGEF1	ENSG00000076928
ZNF26	ENSG00000198393
FBLIM1	ENSG00000162458
RBM33	ENSG00000184863
STMN1	ENSG00000117632
CLDN7	ENSG00000181885
ADCY6	ENSG00000174233
KANK2	ENSG00000197256
CALCOCO2	ENSG00000136436
RAF1	ENSG00000132155
PTPRK	ENSG00000152894
JUN	ENSG00000177606
IGF2	ENSG00000167244
GOLGA8A	ENSG00000175265
OSBPL2	ENSG00000130703
TMEM183A	ENSG00000163444
SLC44A1	ENSG00000070214
HIST2H3C	ENSG00000203811
PNPT1	ENSG00000138035
HIST2H3A	ENSG00000203852
CD276	ENSG00000103855
GPBP1L1	ENSG00000159592
ATP6AP1	ENSG00000071553
NUDT3	ENSG00000272325
SLC39A7	ENSG00000112473
PTGFRN	ENSG00000134247
AARS	ENSG00000090861
RBM47	ENSG00000163694
TJP1	ENSG00000104067
UBE2G2	ENSG00000184787
ATP5F1E	ENSG00000124172
CTSL	ENSG00000135047
PPP1R10	ENSG00000204569
NUCB1	ENSG00000104805
CEBPB	ENSG00000172216
PTPA	ENSG00000119383
EPB41	ENSG00000159023
ORC6	ENSG00000091651
SERHL2	ENSG00000183569
IGFBP2	ENSG00000115457
IFI30	ENSG00000216490
URB1	ENSG00000142207
CLTA	ENSG00000122705
SRCIN1	ENSG00000277363
PARP9	ENSG00000138496
IPO5	ENSG00000065150
PRRX1	ENSG00000116132
SAR1A	ENSG00000079332
ADGRG1	ENSG00000205336
ZNF445	ENSG00000185219
UBXN4	ENSG00000144224
CHST12	ENSG00000136213
TRIM44	ENSG00000166326
TRIM8	ENSG00000171206
PACS1	ENSG00000175115
ZMIZ2	ENSG00000122515
UQCRB	ENSG00000156467
ATP6V1G1	ENSG00000136888
NECTIN2	ENSG00000130202
METTL2B	ENSG00000165055
ALMS1	ENSG00000116127
GIGYF1	ENSG00000146830
C1QC	ENSG00000159189
DDIT4	ENSG00000168209
CUX1	ENSG00000257923
SNX19	ENSG00000120451
PPP1R12B	ENSG00000077157
RXRA	ENSG00000186350
HID1	ENSG00000167861
C2CD3	ENSG00000168014
PUM2	ENSG00000055917
ARHGAP21	ENSG00000107863
SPTBN2	ENSG00000173898
GRB2	ENSG00000177885
CPSF1	ENSG00000071894
SP100	ENSG00000067066
SBF1	ENSG00000100241
ARL6IP1	ENSG00000170540
JCHAIN	ENSG00000132465
TNRC6A	ENSG00000090905
SLC50A1	ENSG00000169241
KAT7	ENSG00000136504
DHX15	ENSG00000109606
SRP9	ENSG00000143742
TM9SF3	ENSG00000077147
MYO10	ENSG00000145555
DNAJB1	ENSG00000132002
UBQLN1	ENSG00000135018
AHCTF1	ENSG00000153207
IQSEC1	ENSG00000144711
NAP1L4	ENSG00000205531
STAU1	ENSG00000124214
SERINC3	ENSG00000132824
GBF1	ENSG00000107862
ELP2	ENSG00000134759
DAZAP1	ENSG00000071626
SDHA	ENSG00000073578
BDP1	ENSG00000145734
CCT2	ENSG00000166226
DDI2	ENSG00000197312
COPB1	ENSG00000129083
PTBP3	ENSG00000119314
TOP1	ENSG00000198900
CCDC57	ENSG00000176155
SEC24D	ENSG00000150961
KPNA6	ENSG00000025800
U2AF2	ENSG00000063244
UQCRQ	ENSG00000164405
ITGB2	ENSG00000160255
NRP2	ENSG00000118257
CKAP4	ENSG00000136026
APMAP	ENSG00000101474
SLC12A7	ENSG00000113504
MARK3	ENSG00000075413
ECHDC2	ENSG00000121310
LCP1	ENSG00000136167
SZRD1	ENSG00000055070
CUL4A	ENSG00000139842
ZMYND8	ENSG00000101040
SRRM1	ENSG00000133226
PAICS	ENSG00000128050
ITGA3	ENSG00000005884
ANKRD12	ENSG00000101745
UQCR11	ENSG00000127540
TOP2B	ENSG00000077097
RNF114	ENSG00000124226
MCF2L	ENSG00000126217
SYNRG	ENSG00000275066
MAPK1	ENSG00000100030
UQCRH	ENSG00000173660
LRCH3	ENSG00000186001
GNB4	ENSG00000114450
ANKRD36	ENSG00000135976
PROM2	ENSG00000155066
SUPT5H	ENSG00000196235
ITGA5	ENSG00000161638
MDH2	ENSG00000146701
RAB3D	ENSG00000105514
MECP2	ENSG00000169057
SLC31A1	ENSG00000136868
HACD3	ENSG00000074696
RAB1B	ENSG00000174903
SMARCA5	ENSG00000153147
PML	ENSG00000140464
SCRIB	ENSG00000180900
EXOC7	ENSG00000182473
CKAP5	ENSG00000175216
RCN1	ENSG00000049449
MTHFD2	ENSG00000065911
SULT1B1	ENSG00000173597
UBTF	ENSG00000108312
VPS53	ENSG00000141252
AMFR	ENSG00000159461
XPNPEP3	ENSG00000196236
RIN2	ENSG00000132669
NBR1	ENSG00000188554
SPATS2L	ENSG00000196141
CCDC88A	ENSG00000115355
COL8A1	ENSG00000144810
LTBP3	ENSG00000168056
RAP1B	ENSG00000127314
RBMS2	ENSG00000076067
SPECC1	ENSG00000128487
TXLNA	ENSG00000084652
APBB2	ENSG00000163697
BCAP31	ENSG00000185825
PHF20L1	ENSG00000129292
MARS	ENSG00000166986
HNRNPR	ENSG00000125944
CYBRD1	ENSG00000071967
SERP1	ENSG00000120742
UBE2H	ENSG00000186591
PAK4	ENSG00000130669
CELSR2	ENSG00000143126
PPP1R14B	ENSG00000173457
SLC35A3	ENSG00000117620
SYNCRIP	ENSG00000135316
GAA	ENSG00000171298
SEC24C	ENSG00000176986
LRIG1	ENSG00000144749
PRPF6	ENSG00000101161
JUND	ENSG00000130522
PARVA	ENSG00000197702
RBM25	ENSG00000119707
LIMD1	ENSG00000144791
SGPL1	ENSG00000166224
HEG1	ENSG00000173706
PSMD4	ENSG00000159352
PUM1	ENSG00000134644
AP1M1	ENSG00000072958
SSH1	ENSG00000084112
KMT2E	ENSG00000005483
YBX3	ENSG00000060138
ZSWIM8	ENSG00000214655
DLGAP4	ENSG00000080845
COPS5	ENSG00000121022
CTBP2	ENSG00000175029
PPP1CA	ENSG00000172531
RABGAP1L	ENSG00000152061
EDEM1	ENSG00000134109
MOB1A	ENSG00000114978
GIGYF2	ENSG00000204120
EIF3M	ENSG00000149100
IKBKB	ENSG00000104365
DPP9	ENSG00000142002
JAG1	ENSG00000101384
PPA1	ENSG00000180817
EFR3A	ENSG00000132294
TRANK1	ENSG00000168016
TBCD	ENSG00000141556
LTBR	ENSG00000111321
AK2	ENSG00000004455
AKNA	ENSG00000106948
YY1	ENSG00000100811
ZNF426	ENSG00000130818
MBNL1	ENSG00000152601
JMJD1C	ENSG00000171988
CORO1C	ENSG00000110880
KIDINS220	ENSG00000134313
PDCD6IP	ENSG00000170248
NOMO2	ENSG00000185164
STT3A	ENSG00000134910
HNRNPDL	ENSG00000152795
IPO7	ENSG00000205339
TRIM22	ENSG00000132274
TAX1BP1	ENSG00000106052
KPNA4	ENSG00000186432
CLN3	ENSG00000188603
NIN	ENSG00000100503
RIF1	ENSG00000080345
UBL5	ENSG00000198258
HDAC7	ENSG00000061273
IARS2	ENSG00000067704
ZNHIT1	ENSG00000106400
PLPP2	ENSG00000141934
SPDEF	ENSG00000124664
TBC1D2B	ENSG00000167202
SARAF	ENSG00000133872
EFCAB14	ENSG00000159658
TCF12	ENSG00000140262
ABLIM1	ENSG00000099204
SRGAP2	ENSG00000266028
ACSL1	ENSG00000151726
LITAF	ENSG00000189067
RALY	ENSG00000125970
PABPN1	ENSG00000100836
IFI44L	ENSG00000137959
TRPM7	ENSG00000092439
PILRB	ENSG00000121716
C11orf58	ENSG00000110696
SLC3A2	ENSG00000168003
TGFBR2	ENSG00000163513
ATP8B1	ENSG00000081923
PRXL2A	ENSG00000122378
TPCN1	ENSG00000186815
SLC33A1	ENSG00000169359
NID1	ENSG00000116962
ARHGEF2	ENSG00000116584
PRDX2	ENSG00000167815
KPNA2	ENSG00000182481
AVL9	ENSG00000105778
RAB5B	ENSG00000111540
MDK	ENSG00000110492
ABCA2	ENSG00000107331
KIAA0319L	ENSG00000142687
EIF4G3	ENSG00000075151
AACS	ENSG00000081760
DNAJC5	ENSG00000101152
TSPAN15	ENSG00000099282
SULF2	ENSG00000196562
GBP2	ENSG00000162645
FNBP1L	ENSG00000137942
HIST2H2BE	ENSG00000184678
TNFAIP2	ENSG00000185215
RAPGEF1	ENSG00000107263
ATF6B	ENSG00000213676
MYO1B	ENSG00000128641
GREB1	ENSG00000196208
CYBC1	ENSG00000178927
ALDH6A1	ENSG00000119711
UACA	ENSG00000137831
CYP1B1	ENSG00000138061
EHBP1L1	ENSG00000173442
COX7C	ENSG00000127184
DAP	ENSG00000112977
S100A10	ENSG00000197747
BST2	ENSG00000130303
PKP4	ENSG00000144283
REPIN1	ENSG00000214022
DOCK8	ENSG00000107099
PSMD11	ENSG00000108671
SLC4A2	ENSG00000164889
SSU72	ENSG00000160075
SH3BP4	ENSG00000130147
GOSR1	ENSG00000108587
ASS1	ENSG00000130707
SERINC2	ENSG00000168528
ANKRD36C	ENSG00000174501
CHD9	ENSG00000177200
LPGAT1	ENSG00000123684
CACUL1	ENSG00000151893
AUP1	ENSG00000115307
PADI2	ENSG00000117115
EEF2K	ENSG00000103319
TAF1	ENSG00000147133
ABCC10	ENSG00000124574
PDCD4	ENSG00000150593
PCNX1	ENSG00000100731
ABL2	ENSG00000143322
ABR	ENSG00000159842
VOPP1	ENSG00000154978
HERPUD1	ENSG00000051108
NPIPA1	ENSG00000183426
STK4	ENSG00000101109
HMG20B	ENSG00000064961
IGFBP3	ENSG00000146674
PRDX5	ENSG00000126432
OAZ2	ENSG00000180304
ZNF469	ENSG00000225614
SKI	ENSG00000157933
FRK	ENSG00000111816
MTOR	ENSG00000198793
CLK3	ENSG00000179335
VIRMA	ENSG00000164944
GDI1	ENSG00000203879
TMBIM1	ENSG00000135926
ANKRD10	ENSG00000088448
PLOD1	ENSG00000083444
C1orf198	ENSG00000119280
ARF4	ENSG00000168374
KMT2B	ENSG00000272333
SPATA13	ENSG00000182957
NDUFA10	ENSG00000130414
ZNF664	ENSG00000179195
TALDO1	ENSG00000177156
DDR2	ENSG00000162733
SNRPB	ENSG00000125835
PERP	ENSG00000112378
PAM	ENSG00000145730
FAM168A	ENSG00000054965
LIG3	ENSG00000005156
GFRA1	ENSG00000151892
ARHGAP32	ENSG00000134909
VASP	ENSG00000125753
SERINC5	ENSG00000164300
TCP1	ENSG00000120438
ZBTB7B	ENSG00000160685
COA1	ENSG00000106603
ARHGEF17	ENSG00000110237
VAT1	ENSG00000108828
ZC3H7B	ENSG00000100403
SH3GLB2	ENSG00000148341
SEMA3C	ENSG00000075223
ELK4	ENSG00000158711
DSC2	ENSG00000134755
RNF19A	ENSG00000034677
TRAPPC9	ENSG00000167632
PHIP	ENSG00000146247
SERPING1	ENSG00000149131
ZNF703	ENSG00000183779
SEL1L	ENSG00000071537
ANXA1	ENSG00000135046
PTPRC	ENSG00000081237
KANSL3	ENSG00000114982
TNFRSF1A	ENSG00000067182
IRAK1	ENSG00000184216
SAMD12	ENSG00000177570
ARPC3	ENSG00000111229
TMEM127	ENSG00000135956
NDUFA9	ENSG00000139180
USP7	ENSG00000187555
MARF1	ENSG00000166783
PLEKHB2	ENSG00000115762
TTC17	ENSG00000052841
SYNPO	ENSG00000171992
SLC2A10	ENSG00000197496
ANO1	ENSG00000131620
COX7B	ENSG00000131174
OAS2	ENSG00000111335
PCF11	ENSG00000165494
DIP2B	ENSG00000066084
QARS	ENSG00000172053
ADH1B	ENSG00000196616
NOP56	ENSG00000101361
PI4KB	ENSG00000143393
NGRN	ENSG00000182768
HAX1	ENSG00000143575
TMEM9	ENSG00000116857
GABPB2	ENSG00000143458
PBXIP1	ENSG00000163346
CYC1	ENSG00000179091
SOD1	ENSG00000142168
CDK5RAP2	ENSG00000136861
CCDC6	ENSG00000108091
EPCAM	ENSG00000119888
FBXW2	ENSG00000119402
ABL1	ENSG00000097007
GATAD2B	ENSG00000143614
CLPTM1	ENSG00000104853
NUP214	ENSG00000126883
VDAC1	ENSG00000213585
PARP4	ENSG00000102699
CLPB	ENSG00000162129
DDX24	ENSG00000089737
MXRA7	ENSG00000182534
CIC	ENSG00000079432
MXRA8	ENSG00000162576
SRRT	ENSG00000087087
ZNF793	ENSG00000188227
ARHGEF11	ENSG00000132694
ANKRD52	ENSG00000139645
SIN3B	ENSG00000127511
NCOA3	ENSG00000124151
HSBP1	ENSG00000230989
MAN2B1	ENSG00000104774
ATP2A3	ENSG00000074370
NLRC5	ENSG00000140853
FLCN	ENSG00000154803
PRDX6	ENSG00000117592
IL1R1	ENSG00000115594
PGGHG	ENSG00000142102
UBA2	ENSG00000126261
CREB3L4	ENSG00000143578
CBFA2T2	ENSG00000078699
EXOC4	ENSG00000131558
DVL3	ENSG00000161202
CYTH1	ENSG00000108669
TIMP1	ENSG00000102265
ATP2C1	ENSG00000017260
LYST	ENSG00000143669
ENC1	ENSG00000171617
CST3	ENSG00000101439
EXOSC6	ENSG00000223496
ATP13A3	ENSG00000133657
FAM177A1	ENSG00000151327
UQCRC2	ENSG00000140740
FAM228B	ENSG00000219626
RAB11FIP4	ENSG00000131242
SLCO2B1	ENSG00000137491
ELMSAN1	ENSG00000156030
SUSD6	ENSG00000100647
COPE	ENSG00000105669
G3BP2	ENSG00000138757
SLC35F6	ENSG00000213699
PTOV1	ENSG00000104960
CEP170B	ENSG00000099814
STIP1	ENSG00000168439
LDLRAD4	ENSG00000168675
SORBS1	ENSG00000095637
